,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income>50K,age_10
16105,24,1,9,4,4,2,1,4,1,5,0,4,39,0,2
16192,70,4,11,15,2,12,0,4,1,9,0,4,39,0,7
16196,19,4,15,1,4,1,2,4,1,5,0,3,27,0,1
16217,30,6,1,13,4,5,3,2,1,5,0,4,39,0,3
16251,19,4,11,15,4,1,1,4,0,5,0,4,39,0,1
16281,50,4,15,1,2,3,0,4,1,5,0,4,39,1,5
16313,22,4,11,15,4,6,1,2,1,5,0,4,39,0,2
16351,31,4,12,5,4,10,1,2,1,5,0,4,39,0,3
16361,28,4,4,9,2,7,0,4,1,5,0,4,26,0,2
16461,25,4,9,4,4,10,1,4,1,5,0,4,39,0,2
16480,51,4,9,4,2,5,0,4,1,5,0,4,2,0,5
16493,69,4,11,15,2,12,0,4,1,5,0,1,39,0,6
16599,45,6,5,10,2,3,0,4,1,5,0,1,39,0,4
16614,35,4,9,4,4,13,1,1,0,10,0,4,39,0,3
16632,35,4,9,4,4,4,1,4,0,5,0,4,39,0,3
16648,21,4,15,1,4,12,3,4,1,5,0,4,39,0,2
16675,34,6,0,12,2,5,0,4,1,5,0,4,39,0,3
16696,49,4,12,5,2,4,0,4,1,5,0,4,39,1,4
16781,17,4,1,13,4,12,3,4,1,5,0,3,39,0,1
16830,44,4,15,1,2,3,0,4,1,5,0,4,39,0,4
16864,53,4,9,4,2,4,0,4,1,5,0,4,39,1,5
16900,32,4,7,3,2,13,0,4,1,5,0,4,39,1,3
16982,21,4,11,15,4,4,3,4,0,5,0,4,39,0,2
17009,72,0,9,4,5,0,1,4,0,6,0,0,39,0,7
17018,41,4,15,1,2,1,0,4,1,5,0,4,39,1,4
17050,45,4,1,13,6,8,4,4,0,5,0,4,39,0,4
17064,21,4,11,15,2,7,0,2,1,5,0,4,39,0,2
17114,54,4,15,1,2,14,0,4,1,5,0,4,39,1,5
17170,29,4,15,1,4,14,4,4,1,5,0,4,39,0,2
17222,41,6,15,1,0,3,1,4,1,5,3,5,39,0,4
17246,24,4,11,15,4,5,3,4,1,5,0,9,39,0,2
17316,39,1,8,2,2,10,0,4,1,5,0,5,39,0,3
17520,28,1,9,4,4,10,1,4,0,5,0,4,39,0,2
17521,53,4,9,4,0,13,1,4,0,5,0,4,39,0,5
17543,24,7,15,1,2,10,0,4,1,5,0,4,39,0,2
17554,18,4,4,9,4,6,2,4,1,5,0,3,16,0,1
17567,76,4,9,4,6,10,1,4,0,5,0,2,39,0,7
17620,26,4,9,4,4,4,1,4,1,5,3,4,39,1,2
17699,36,4,11,15,2,14,0,4,1,5,0,4,39,0,3
17714,69,2,15,1,2,8,0,4,1,5,0,4,39,0,6
17721,35,4,7,3,0,3,4,4,1,5,0,4,39,1,3
17756,46,4,8,2,5,7,1,2,0,5,0,4,39,0,4
17775,36,4,11,15,0,3,4,4,1,5,0,4,39,0,3
17832,38,4,11,15,4,8,3,2,1,5,0,4,39,0,3
17856,20,4,15,1,4,6,2,4,1,5,0,1,39,0,2
17875,50,0,15,1,2,0,0,4,1,5,0,4,39,0,5
17901,58,4,11,15,6,3,4,4,1,14,0,5,26,1,5
17993,26,4,11,15,2,3,0,4,1,5,0,5,39,0,2
18008,60,6,9,4,2,4,0,4,1,5,2,4,39,1,6
18009,37,4,15,1,2,7,0,4,1,5,0,5,39,1,3
18049,21,0,15,1,4,0,3,4,1,5,0,1,39,0,2
18065,33,4,12,5,4,10,1,4,1,5,0,4,39,0,3
18111,39,4,9,4,2,4,0,4,1,5,0,4,39,0,3
18133,37,4,11,15,2,7,0,4,1,5,0,6,39,1,3
18137,23,4,11,15,2,7,0,4,1,5,2,3,39,0,2
18159,33,2,0,12,2,14,0,4,1,5,0,4,39,0,3
18176,48,4,10,7,2,10,0,4,1,5,2,5,39,1,4
18236,37,4,11,15,0,1,4,2,0,5,0,4,39,0,3
18346,40,4,15,1,0,8,1,4,0,5,0,4,39,0,4
18355,22,0,15,1,4,0,1,4,1,5,0,1,39,0,2
18506,33,4,1,13,4,1,4,2,0,5,0,3,39,0,3
18521,53,4,11,15,2,3,0,4,1,5,0,4,39,1,5
18538,37,4,11,15,2,3,0,4,1,5,2,4,39,0,3
18560,50,4,11,15,2,3,0,4,1,5,0,4,39,0,5
18597,23,7,15,1,4,11,1,4,1,5,0,4,39,0,2
18598,20,4,15,1,4,1,3,4,1,5,0,2,27,0,2
18620,41,4,11,15,0,3,4,4,0,7,0,5,39,0,4
18769,36,4,11,15,2,3,0,4,1,5,0,4,39,1,3
18818,35,4,11,15,2,12,0,4,1,11,0,5,39,1,3
18899,55,4,11,15,0,12,1,4,0,5,0,3,39,0,5
18982,24,4,11,15,0,11,3,4,0,5,2,4,39,0,2
19014,52,4,15,1,4,10,1,4,1,5,0,3,39,1,5
19026,26,4,9,4,4,4,1,1,1,5,0,3,35,0,2
19027,36,4,12,5,2,4,0,4,1,5,0,5,39,1,3
19097,19,4,15,1,4,8,3,4,0,5,0,1,39,0,1
19105,73,4,11,15,0,8,1,4,0,5,0,2,39,0,7
19108,50,4,11,15,2,10,5,4,0,5,0,1,39,0,5
19110,44,2,8,2,0,11,3,4,0,5,0,4,5,0,4
19121,58,4,7,3,2,4,0,4,1,11,0,6,39,1,5
19125,17,0,0,12,4,0,3,4,0,5,0,4,39,0,1
19187,26,4,15,1,2,12,0,4,1,5,0,4,39,0,2
19284,51,4,11,15,5,1,2,4,0,5,0,4,39,0,5
19357,48,4,11,15,0,3,4,4,1,5,0,4,39,0,4
19501,55,4,15,1,2,3,0,4,1,5,0,4,39,0,5
19657,23,2,11,15,4,8,3,2,1,5,0,3,39,0,2
19707,38,6,9,4,2,12,0,4,1,13,0,5,39,1,3
19762,23,6,11,15,0,8,4,4,0,5,0,5,39,0,2
19792,37,4,15,1,0,8,4,4,0,5,0,3,39,0,3
19806,45,4,7,3,0,1,4,2,1,5,0,3,39,0,4
19896,41,4,15,1,0,1,1,4,0,5,0,4,39,0,4
19898,23,7,11,15,4,11,3,4,1,5,0,4,39,0,2
19899,32,4,15,1,4,4,2,4,1,5,0,4,39,0,3
19942,26,4,15,1,4,6,3,2,0,5,0,2,39,0,2
19956,56,4,1,13,5,8,1,2,0,5,0,4,39,0,5
19976,29,4,2,14,4,13,1,4,1,5,0,4,39,0,2
20012,18,4,2,14,4,12,3,2,0,5,0,1,39,0,1
20092,54,2,8,2,2,14,0,2,1,5,0,4,39,0,5
20167,63,6,12,5,2,5,0,4,1,3,0,5,39,0,6
20169,22,4,11,15,4,14,1,4,1,5,0,3,39,0,2
20243,39,4,9,4,2,4,0,4,1,9,0,5,39,1,3
20265,19,4,11,15,4,6,2,4,1,5,0,3,39,0,1
20280,40,4,6,11,4,3,2,2,1,5,0,4,39,0,4
20294,24,4,11,15,4,8,1,4,1,5,0,4,39,0,2
20302,38,6,5,10,2,12,0,4,1,5,0,3,39,1,3
20322,22,4,11,15,2,3,0,4,1,5,0,4,39,0,2
20350,41,4,15,1,4,5,1,4,1,5,0,4,39,0,4
20455,57,6,5,10,2,10,0,4,1,5,0,4,0,0,5
20504,51,7,12,5,2,10,0,4,1,5,2,6,39,1,5
20521,23,0,11,15,4,0,3,4,1,5,0,4,39,0,2
20590,40,4,7,3,2,13,0,4,1,5,0,4,39,1,4
20678,45,4,11,15,2,11,0,4,1,5,0,4,39,0,4
20683,60,4,11,15,2,8,0,1,1,5,0,3,30,0,6
20702,38,4,11,15,3,3,4,4,0,5,0,4,39,0,3
20946,40,4,1,13,5,7,1,2,1,5,0,3,39,0,4
20975,47,4,9,4,2,4,0,4,1,5,2,4,39,1,4
20996,51,4,11,15,2,4,0,4,1,13,0,4,39,1,5
21060,23,4,2,14,4,7,2,4,1,5,0,3,26,0,2
21078,70,4,9,4,2,4,0,4,1,5,0,2,5,0,7
21123,45,4,8,2,2,10,0,4,1,5,0,2,39,1,4
21170,23,0,0,12,4,0,3,2,0,5,0,4,39,0,2
21195,33,4,15,1,2,3,0,4,1,5,0,4,39,0,3
21199,21,4,11,15,4,6,1,2,0,5,0,4,39,0,2
21244,37,4,11,15,0,12,1,4,1,5,0,4,39,0,3
21399,31,4,15,1,2,3,0,4,1,5,0,4,39,0,3
21457,48,5,10,7,2,10,0,4,1,13,0,5,39,1,4
21461,40,4,11,15,4,5,1,4,1,5,0,5,39,0,4
21483,28,6,11,15,0,3,1,4,1,5,0,3,39,0,2
21506,31,4,9,4,2,13,0,4,1,5,0,4,39,1,3
21552,32,4,9,4,0,12,1,4,1,5,0,4,39,0,3
21559,34,4,11,15,0,7,1,4,1,5,0,4,39,0,3
21580,43,4,11,15,5,7,1,4,0,5,0,4,39,0,4
21583,23,4,15,1,4,1,1,4,1,5,0,4,39,0,2
21598,29,4,11,15,4,10,1,4,0,5,0,5,39,0,2
21600,24,4,8,2,4,1,3,1,0,5,0,4,30,0,2
21694,35,4,12,5,4,10,1,1,0,5,0,4,36,1,3
21765,55,4,4,9,2,7,0,4,1,5,0,4,26,0,5
21768,38,2,10,7,2,4,0,4,1,5,2,5,39,1,3
21826,40,6,12,5,5,4,4,4,0,5,0,2,39,0,4
21842,33,4,5,10,2,6,0,4,1,5,0,4,26,0,3
21862,35,4,15,1,4,1,4,2,1,5,0,4,39,0,3
21878,25,4,12,5,4,10,1,4,0,5,0,4,39,0,2
21892,42,4,11,15,2,8,0,2,1,5,0,4,14,0,4
21991,72,6,15,1,2,12,0,4,1,5,0,4,39,0,7
21995,37,4,11,15,2,10,0,4,1,5,0,4,39,0,3
22008,42,2,9,4,4,10,1,4,1,5,0,5,39,0,4
22023,52,4,11,15,2,14,0,0,1,5,0,4,39,1,5
22028,23,7,9,4,4,10,1,4,1,0,0,4,39,1,2
22044,34,7,11,15,2,14,0,2,1,5,0,4,39,0,3
22059,59,4,11,15,0,13,4,4,1,5,0,6,39,1,5
22090,33,7,11,15,2,8,0,4,1,5,0,4,39,0,3
22139,20,4,15,1,4,1,3,4,1,5,0,4,39,0,2
22195,55,4,15,1,0,11,1,4,1,5,0,4,39,0,5
22330,64,4,15,1,6,4,1,4,0,5,0,1,39,0,6
22342,29,2,11,15,4,11,4,4,1,5,0,4,39,0,2
22359,46,0,4,9,2,0,0,4,1,5,0,4,26,0,4
22440,67,6,9,4,2,14,0,4,1,5,0,4,39,0,6
22446,48,4,11,15,0,12,1,4,1,5,0,6,39,0,4
22492,31,6,11,15,2,3,0,4,1,5,0,4,39,0,3
22556,53,2,3,8,2,8,0,4,1,5,0,3,26,0,5
22572,58,7,11,15,0,8,3,2,1,5,0,4,39,0,5
22597,40,6,9,4,2,3,0,4,1,5,0,5,39,0,4
22622,53,6,12,5,0,4,1,4,1,5,0,5,39,1,5
22637,32,4,15,1,2,12,2,1,0,5,0,4,12,0,3
22646,31,1,7,3,2,13,0,4,1,5,0,4,39,0,3
22680,33,4,2,14,5,1,4,4,0,7,0,4,39,0,3
22693,53,2,12,5,2,10,5,4,0,1,0,4,39,1,5
22711,41,4,11,15,2,3,0,4,1,5,0,4,39,0,4
22713,28,6,9,4,4,10,1,4,0,5,0,0,39,0,2
22737,31,4,15,1,4,11,1,4,1,5,0,4,39,0,3
22769,30,4,11,15,0,1,4,2,0,5,0,6,39,0,3
22878,26,4,8,2,2,4,5,4,0,5,0,4,39,0,2
22994,31,0,11,15,0,0,4,2,0,5,0,2,39,0,3
23046,45,4,9,4,2,13,0,4,1,5,0,5,39,1,4
23048,36,4,7,3,4,13,4,4,0,5,0,4,39,0,3
23065,46,4,8,2,2,4,0,4,1,5,0,4,39,1,4
23068,42,4,11,15,2,14,0,4,1,5,0,4,39,0,4
23102,44,2,9,4,4,10,3,4,1,5,0,6,39,0,4
23133,19,7,15,1,4,8,1,2,1,5,0,1,39,0,1
23208,30,4,8,2,2,12,0,4,1,10,0,4,39,0,3
23227,20,4,11,15,4,12,1,4,1,5,0,4,39,0,2
23268,20,4,11,15,4,8,2,2,1,5,0,2,39,0,2
23293,39,4,9,4,2,10,0,4,1,5,2,5,39,1,3
23316,31,4,11,15,2,6,0,4,1,11,0,4,39,0,3
23323,21,4,11,15,4,3,3,4,1,5,0,4,26,0,2
23334,30,4,9,4,4,4,1,4,0,5,0,4,39,0,3
23411,55,6,0,12,2,12,0,4,1,5,0,3,39,0,5
23451,27,2,9,4,4,10,1,3,0,5,0,4,0,0,2
23463,28,7,15,1,4,1,1,4,0,5,0,5,39,0,2
23473,40,4,8,2,2,5,0,4,1,5,0,6,39,0,4
23549,33,5,11,15,4,8,4,1,1,5,0,4,40,0,3
23581,24,4,15,1,2,11,2,4,1,5,0,2,39,0,2
23606,54,4,15,1,2,12,0,4,1,5,0,3,39,0,5
23703,50,4,15,1,0,3,1,4,1,5,0,4,39,0,5
23744,39,0,0,12,6,0,4,4,0,5,0,1,39,0,3
23897,36,4,11,15,2,14,0,4,1,5,0,5,39,0,3
23946,58,7,12,5,2,4,0,4,1,5,0,4,39,1,5
23951,19,4,15,1,4,3,3,4,1,6,0,4,39,0,1
23993,44,6,14,6,2,10,0,4,1,4,0,5,39,1,4
24085,52,4,8,2,2,10,0,4,1,1,0,4,39,1,5
24102,28,4,11,15,4,14,1,4,1,5,0,6,39,0,2
24149,42,5,14,6,2,10,0,4,1,1,0,6,39,1,4
24162,32,4,15,1,2,13,0,4,1,5,0,5,39,0,3
24192,39,4,8,2,2,3,0,4,1,5,2,4,39,0,3
24195,51,4,11,15,2,7,0,2,1,9,0,4,39,0,5
24242,53,4,8,2,2,13,0,4,1,5,0,4,39,1,5
24285,41,7,8,2,2,10,0,4,1,5,0,3,39,1,4
24399,20,4,11,15,4,8,2,4,1,5,0,4,39,0,2
24482,47,4,15,1,2,10,0,4,1,13,0,4,39,1,4
24565,21,0,15,1,4,0,3,4,1,5,0,2,39,0,2
24576,40,4,9,4,4,4,1,4,0,10,0,4,39,0,4
24578,33,4,9,4,4,12,1,4,0,5,0,4,39,0,3
24642,24,4,1,13,4,3,1,2,1,5,0,3,23,0,2
24654,50,4,15,1,2,14,0,4,1,5,0,4,39,1,5
24688,25,4,11,15,0,8,1,4,1,5,0,5,39,0,2
24721,17,4,11,15,4,1,3,4,1,5,0,2,39,0,1
24749,33,4,11,15,2,10,0,4,1,5,0,6,39,0,3
24756,27,4,11,15,4,3,1,2,1,9,0,4,39,0,2
24765,54,4,0,12,0,10,4,4,1,0,0,6,39,1,5
24797,37,4,15,1,4,13,3,2,0,5,0,4,39,0,3
24818,25,4,15,1,4,11,1,4,1,5,0,6,39,0,2
24825,46,5,15,1,2,12,0,4,1,5,0,6,39,1,4
24832,72,6,14,6,2,10,0,4,1,5,3,2,39,1,7
24883,37,4,6,11,2,14,0,4,1,5,0,4,39,0,3
24936,19,4,6,11,4,5,2,4,1,5,0,1,26,0,1
24959,50,4,11,15,6,10,4,2,0,5,0,4,39,0,5
24972,57,7,15,1,0,3,1,4,0,5,0,4,39,0,5
24982,33,4,11,15,0,3,3,4,0,5,0,4,39,0,3
25043,27,4,9,4,4,10,3,4,0,5,0,4,39,0,2
25246,50,5,10,7,2,10,0,4,1,1,0,6,39,1,5
25252,26,4,15,1,2,3,0,4,1,5,0,4,39,0,2
25291,56,1,9,4,2,4,0,4,1,5,0,4,33,1,5
25292,51,4,0,12,5,1,4,2,0,5,0,4,39,0,5
25411,45,4,7,3,6,13,4,4,1,5,0,4,39,1,4
25488,48,4,12,5,2,13,0,4,1,5,0,4,39,1,4
25538,45,2,12,5,2,10,0,4,1,5,0,5,39,1,4
25539,51,4,9,4,2,12,0,4,1,13,0,5,39,1,5
25577,26,4,9,4,4,10,1,4,1,5,0,5,39,0,2
25581,28,4,11,15,2,3,0,4,1,5,0,3,39,0,2
25639,33,4,9,4,0,1,1,4,0,5,0,4,39,0,3
25671,32,4,11,15,4,7,1,4,0,5,0,4,39,0,3
25725,41,4,11,15,6,7,1,4,0,5,0,4,39,0,4
25734,49,4,15,1,2,1,0,4,1,5,0,4,39,1,4
25782,28,4,0,12,2,7,0,4,1,5,0,4,39,0,2
25783,22,4,15,1,4,12,3,4,0,5,0,3,39,0,2
25876,26,4,15,1,2,8,0,4,1,5,0,2,39,0,2
25904,24,4,8,2,4,7,1,4,1,5,0,4,39,0,2
25927,19,4,13,0,4,5,1,4,1,5,0,3,17,0,1
25939,24,4,11,15,4,1,2,2,1,5,0,4,23,0,2
25967,17,4,1,13,4,10,3,4,1,5,0,4,39,0,1
25998,58,4,7,3,0,1,1,4,0,5,0,4,39,0,5
26025,18,4,1,13,4,12,3,4,0,5,0,3,39,0,1
26039,45,4,11,15,2,14,0,2,1,5,0,2,39,0,4
26053,40,4,15,1,2,4,5,4,0,13,0,4,39,1,4
26164,60,4,15,1,2,10,0,4,1,13,0,4,39,1,6
26182,38,4,15,1,0,1,4,4,0,5,0,4,4,0,3
26196,26,2,9,4,4,1,1,4,1,5,0,4,39,0,2
26200,25,2,12,5,4,10,3,4,0,5,0,4,39,0,2
26259,53,4,5,10,2,4,0,4,1,5,0,4,39,1,5
26279,23,0,6,11,0,0,1,4,0,5,0,3,39,0,2
26280,68,0,5,10,6,0,1,4,0,5,2,4,0,0,6
26314,27,0,15,1,4,0,4,4,0,5,0,4,39,0,2
26335,50,7,9,4,2,4,0,4,1,5,0,4,39,1,5
26512,24,4,11,15,4,6,3,2,1,5,0,4,39,0,2
26524,54,2,12,5,4,10,1,4,0,5,0,3,39,1,5
26582,19,0,15,1,4,0,3,4,0,5,2,4,39,0,1
26618,53,1,15,1,0,1,1,4,1,5,0,4,39,0,5
26619,42,5,2,14,0,3,1,4,1,5,0,1,39,0,4
26624,55,6,14,6,0,10,1,4,0,5,0,3,39,0,5
26633,34,4,15,1,2,4,5,4,0,5,2,4,39,1,3
26702,26,4,11,15,4,3,4,2,0,5,0,4,39,0,2
26713,31,4,15,1,2,6,0,4,1,5,0,4,39,0,3
26804,22,4,11,15,2,8,3,2,1,5,0,4,39,0,2
26860,23,7,9,4,4,1,3,4,1,5,0,4,39,0,2
26908,27,4,4,9,2,5,0,4,1,5,0,4,26,0,2
27007,61,4,5,10,0,7,4,4,0,5,0,4,39,0,6
27042,59,4,0,12,2,14,0,4,1,5,0,4,33,0,5
27088,49,4,9,4,2,12,0,4,1,5,0,4,39,1,4
27200,38,4,11,15,2,4,0,4,1,13,0,7,39,1,3
27212,53,4,11,15,2,14,0,4,1,5,3,4,39,0,5
27228,43,4,12,5,0,10,4,4,0,5,3,4,39,1,4
27298,27,4,9,4,4,1,3,1,0,5,0,5,25,0,2
27362,40,4,15,1,0,4,1,4,1,5,0,4,39,0,4
27369,41,4,11,15,2,3,0,4,1,5,0,4,39,1,4
27485,17,4,1,13,4,6,3,4,1,5,0,1,39,0,1
27515,28,4,9,4,2,12,5,2,0,1,0,4,39,1,2
27584,53,4,11,15,0,7,4,2,1,5,0,3,39,0,5
27689,42,4,11,15,2,3,0,4,1,5,0,5,39,0,4
27691,48,4,5,10,2,7,0,4,1,5,0,4,39,0,4
27734,30,4,7,3,2,3,0,4,1,5,0,4,39,0,3
27736,29,4,9,4,2,12,0,4,1,9,0,4,39,1,2
27763,38,4,1,13,2,6,0,4,1,5,0,4,39,1,3
27811,37,6,11,15,3,8,4,2,0,5,0,4,39,0,3
27822,40,6,11,15,0,14,1,4,1,5,0,8,39,0,4
27867,35,4,9,4,2,4,0,4,1,5,0,7,39,0,3
27924,19,4,15,1,4,8,3,4,1,5,0,1,39,0,1
27950,49,4,12,5,0,12,1,4,1,10,0,4,39,1,4
27972,36,2,8,2,5,1,3,2,0,5,0,4,39,0,3
27981,36,4,7,3,4,13,1,4,0,5,0,4,39,0,3
27988,54,4,11,15,3,4,1,4,0,5,0,4,39,0,5
27993,28,4,15,1,4,8,1,4,1,5,0,3,39,0,2
28000,27,4,15,1,4,12,1,4,0,5,0,3,39,0,2
28004,19,2,15,1,4,10,3,4,0,5,0,2,39,0,1
28051,19,4,5,10,4,1,3,4,1,5,0,8,39,0,1
28063,21,4,15,1,4,8,3,4,0,5,0,4,39,0,2
28072,27,4,11,15,4,14,3,4,1,5,0,4,39,0,2
28085,24,4,11,15,4,3,3,4,1,5,0,6,39,0,2
28099,44,4,11,15,2,12,0,4,1,5,2,4,39,1,4
28121,33,0,11,15,0,0,1,2,1,5,2,4,39,0,3
28180,40,4,14,6,2,10,0,4,1,1,0,5,11,1,4
28261,34,1,15,1,2,7,0,2,1,5,0,5,39,0,3
28292,57,6,11,15,2,3,0,4,1,5,0,4,39,1,5
28299,38,4,11,15,2,3,0,2,1,5,0,4,39,0,3
28424,33,4,4,9,2,8,0,4,1,5,0,5,26,0,3
28484,19,4,15,1,4,1,3,4,0,5,0,1,39,0,1
28497,35,4,7,3,4,14,1,2,1,5,0,3,23,0,3
28520,27,4,11,15,2,12,0,4,1,5,0,4,39,0,2
28578,24,4,3,8,4,5,1,3,1,5,0,6,26,0,2
28605,26,2,15,1,4,11,3,4,1,5,0,4,39,0,2
28673,38,2,8,2,0,4,3,4,1,5,0,4,39,0,3
28827,55,4,15,1,0,13,1,4,0,5,0,4,39,0,5
28828,35,4,7,3,5,12,4,4,1,5,0,4,39,0,3
28841,19,4,0,12,4,6,2,4,1,5,2,4,39,0,1
28847,20,4,15,1,4,6,2,4,1,5,0,2,39,0,2
28881,59,4,11,15,4,1,1,4,1,5,0,5,13,0,5
28922,37,4,15,1,4,8,2,1,1,5,0,3,40,0,3
28926,56,4,12,5,2,10,0,4,1,5,0,4,39,1,5
28954,63,4,11,15,0,11,1,4,1,5,0,4,39,0,6
28961,42,4,6,11,2,14,0,4,1,5,0,4,39,0,4
29010,38,4,12,5,2,4,0,4,1,5,0,6,5,1,3
29044,25,4,9,4,4,1,1,4,0,5,0,4,39,0,2
29097,34,4,15,1,2,4,0,4,1,5,0,5,39,1,3
29114,47,4,11,15,2,3,0,4,1,5,0,4,39,0,4
29132,20,4,15,1,4,12,3,4,1,5,2,1,39,0,2
29158,20,4,15,1,4,8,3,4,0,5,0,3,39,0,2
29161,44,4,15,1,2,12,0,4,1,5,0,6,39,1,4
29172,41,6,11,15,2,10,0,4,1,5,0,4,39,0,4
29181,33,4,11,15,2,3,0,4,1,5,0,4,39,0,3
29292,45,4,9,4,2,4,0,4,1,5,0,5,39,1,4
29329,18,1,15,1,4,12,3,4,0,5,0,3,39,0,1
29357,22,4,11,15,4,7,3,4,1,5,0,4,26,0,2
29390,27,4,9,4,4,12,1,4,1,0,0,4,39,1,2
29440,44,4,15,1,2,7,0,4,1,9,0,4,39,1,4
29449,35,4,15,1,2,10,0,4,1,5,0,4,39,1,3
29493,35,4,11,15,4,14,3,4,1,5,0,4,39,0,3
29520,53,4,12,5,2,1,5,4,0,5,0,4,39,1,5
29521,43,4,15,1,0,3,4,4,1,5,0,4,39,0,4
29530,33,4,11,15,3,8,4,2,0,5,0,3,39,0,3
29546,45,4,9,4,2,14,0,4,1,5,0,4,39,1,4
29560,21,4,15,1,4,12,2,4,0,5,0,4,39,0,2
29645,22,4,15,1,4,1,3,4,0,5,0,4,39,0,2
29861,34,4,11,15,2,14,0,4,1,5,0,4,39,0,3
29901,26,4,11,15,2,12,5,4,0,5,0,2,39,0,2
29940,24,4,11,15,5,8,4,2,0,5,0,4,39,0,2
29981,18,4,1,13,4,10,3,4,0,5,0,0,39,0,1
30048,38,2,12,5,0,10,1,2,1,5,0,4,23,0,3
30075,34,4,11,15,2,14,0,4,1,5,0,5,39,0,3
30086,32,4,15,1,4,4,1,4,1,5,0,6,39,0,3
30133,35,4,15,1,2,13,0,4,1,5,0,4,39,0,3
30185,20,0,15,1,4,0,3,4,0,5,0,0,39,0,2
30254,18,4,11,15,4,12,3,4,1,5,0,1,39,0,1
30294,42,4,11,15,2,12,5,4,0,5,0,4,39,1,4
30312,30,2,11,15,4,11,1,4,1,5,0,4,39,0,3
30349,46,4,11,15,2,5,0,4,1,10,0,5,39,0,4
30406,42,4,11,15,0,4,4,4,0,5,0,4,39,0,4
30503,20,4,15,1,4,1,1,3,0,5,0,3,39,0,2
30530,45,4,11,15,2,14,0,3,1,10,0,4,39,0,4
30544,20,4,1,13,2,6,2,4,1,8,0,3,39,0,2
30717,28,7,9,4,2,10,0,4,1,5,0,2,39,0,2
30829,29,4,11,15,2,7,0,4,1,5,0,4,39,0,2
31064,53,4,11,15,2,4,0,4,1,5,0,4,39,0,5
31093,29,4,11,15,4,14,4,4,1,5,0,5,39,0,2
31109,17,4,1,13,4,12,3,4,1,5,0,0,39,0,1
31110,27,2,15,1,4,11,4,1,0,5,0,4,39,0,2
31211,39,4,0,12,2,7,0,4,1,5,0,4,39,0,3
31230,49,4,15,1,2,4,0,4,1,5,0,5,39,1,4
31255,39,4,11,15,4,3,1,4,1,5,2,5,39,1,3
31266,51,6,9,4,2,10,0,4,1,5,0,4,39,1,5
31278,24,4,7,3,4,1,1,4,1,5,0,4,39,0,2
31291,38,0,5,10,0,0,4,2,0,5,0,3,39,0,3
31397,36,4,11,15,4,4,1,4,0,5,0,3,39,0,3
31507,23,4,15,1,4,1,1,4,0,5,0,3,39,0,2
31559,27,4,11,15,2,3,0,4,1,5,0,4,39,1,2
31565,29,4,9,4,2,10,5,4,0,5,0,5,39,1,2
31573,27,4,15,1,4,3,1,4,1,5,0,4,39,0,2
31652,51,4,9,4,2,4,0,4,1,5,0,6,39,1,5
31673,32,5,11,15,4,3,1,4,1,5,0,4,39,0,3
31690,24,4,11,15,2,7,5,4,0,5,0,2,39,0,2
31711,41,4,7,3,2,10,0,4,1,1,0,6,39,1,4
31763,26,4,15,1,5,5,3,4,1,5,0,4,39,0,2
31814,80,0,7,3,2,0,0,4,1,5,0,0,39,0,8
31907,43,6,11,15,2,5,0,4,1,5,0,3,39,0,4
32100,44,1,15,1,4,1,1,4,1,0,0,5,39,1,4
32163,52,6,11,15,4,10,1,4,1,5,0,5,39,0,5
32187,31,4,9,4,2,12,0,4,1,5,0,4,39,0,3
32251,34,4,11,15,2,7,0,4,1,5,0,4,39,0,3
32308,50,4,11,15,0,3,1,4,0,5,0,4,39,0,5
32379,42,4,15,1,2,3,0,4,1,5,0,8,39,1,4
32437,24,4,9,4,4,7,1,4,0,5,0,3,39,0,2
32515,71,0,10,7,2,0,0,4,1,5,0,1,39,1,7
32536,52,5,11,15,2,4,5,4,0,1,0,4,39,1,5
32551,48,4,11,15,2,7,0,4,1,9,0,4,39,1,4
32583,39,4,5,10,2,3,0,4,1,5,0,4,26,0,3
32588,39,4,11,15,0,6,3,2,1,5,0,4,39,0,3
32600,33,4,11,15,4,7,3,4,0,5,0,4,39,0,3
32645,19,4,15,1,4,6,3,2,1,5,0,1,39,0,1
32721,44,4,11,15,0,12,4,2,0,5,0,4,39,0,4
32759,39,4,11,15,4,3,4,4,1,5,0,4,39,0,3
32762,41,4,15,1,2,3,0,4,1,5,0,4,39,0,4
32777,25,2,11,15,4,8,3,4,0,5,0,3,39,0,2
32794,39,4,11,15,4,8,1,2,0,5,0,4,39,0,3
32881,66,4,11,15,2,4,0,4,1,0,0,4,39,1,6
32907,23,4,15,1,2,12,0,4,1,5,0,6,39,0,2
32909,24,4,11,15,2,3,0,4,1,5,0,4,39,0,2
32944,26,4,11,15,4,7,1,4,1,5,0,4,39,0,2
32952,50,4,0,12,2,14,0,4,1,5,0,4,39,1,5
33169,42,4,9,4,0,10,1,2,1,5,0,4,39,0,4
33187,33,4,1,13,2,3,0,4,1,5,0,4,39,0,3
33198,63,4,6,11,2,6,0,4,1,5,0,3,39,0,6
33265,20,0,15,1,4,0,2,2,0,5,0,4,39,0,2
33348,31,4,8,2,4,13,1,4,1,5,0,4,39,0,3
33371,47,4,0,12,2,3,0,4,1,5,0,3,39,0,4
33382,45,7,15,1,0,10,4,2,0,5,0,4,39,0,4
